ID,Carat Weight,Cut,Color,Clarity,Polish,Symmetry,Report,Price,Dataset
8017,1.2,Ideal,G,SI1,EX,EX,GIA,7372.00000,Test
8018,0.92,Very Good,H,SI1,VG,G,GIA,3593.00000,Test
8019,1.05,Ideal,G,VVS1,EX,G,GIA,8759.00000,Test
8020,1.03,Very Good,I,VS2,VG,EX,AGSL,4666.00000,Test
8021,0.9,Good,H,VS2,EX,VG,GIA,3931.00000,Test
8022,0.78,Ideal,D,SI1,EX,VG,GIA,3326.00000,Test
8023,2,Ideal,H,SI1,VG,G,GIA,18062.00000,Test
8024,1.2,Good,G,SI1,VG,VG,GIA,6354.00000,Test
8025,1.04,Ideal,F,VS2,EX,EX,GIA,7294.00000,Test
8026,2.26,Ideal,I,SI1,VG,G,GIA,16904.00000,Test
8027,2.02,Ideal,H,SI1,EX,VG,GIA,17020.00000,Test
8028,1.2,Good,F,VS2,VG,EX,GIA,9196.00000,Test
8029,1,Very Good,E,VVS1,EX,VG,GIA,9971.00000,Test
8030,2.05,Ideal,H,SI1,VG,VG,GIA,17171.00000,Test
8031,1.03,Good,D,VS2,VG,VG,GIA,6811.00000,Test
8032,0.9,Very Good,E,VS2,VG,EX,GIA,4419.00000,Test
8033,0.93,Very Good,I,SI1,VG,VG,GIA,3685.00000,Test
8034,1.19,Ideal,G,VVS2,G,G,GIA,9587.00000,Test
8035,1.34,Ideal,I,VS1,ID,ID,AGSL,7615.00000,Test
8036,1.26,Ideal,F,VVS2,VG,VG,GIA,12622.00000,Test
8037,1.6,Ideal,I,SI1,ID,ID,AGSL,9639.00000,Test
8038,1.58,Ideal,G,VS1,EX,EX,GIA,14624.00000,Test
8039,1.06,Very Good,G,VS1,VG,VG,GIA,6663.00000,Test
8040,1.56,Very Good,E,VVS2,EX,EX,GIA,20440.00000,Test
8041,2.26,Very Good,F,VS1,VG,VG,GIA,33172.00000,Test
8042,2.02,Good,F,SI1,VG,VG,GIA,19645.00000,Test
8043,1.5,Very Good,D,IF,G,G,GIA,23973.00000,Test
8044,1.01,Very Good,H,VS1,VG,VG,GIA,5593.00000,Test
8045,1.14,Very Good,I,VS2,VG,VG,GIA,5115.00000,Test
8046,1.01,Ideal,G,VVS2,EX,EX,GIA,7913.00000,Test
8047,2.01,Very Good,H,VS2,EX,VG,GIA,20093.00000,Test
8048,1.01,Ideal,H,SI1,VG,EX,GIA,4773.00000,Test
8049,1.04,Ideal,G,VS2,ID,ID,AGSL,6773.00000,Test
8050,0.95,Good,G,VVS2,VG,G,AGSL,5817.00000,Test
8051,1.35,Very Good,F,VVS2,EX,VG,GIA,11074.00000,Test
8052,1.27,Ideal,H,VS2,EX,VG,GIA,7554.00000,Test
8053,2.05,Very Good,E,VVS1,VG,G,GIA,45533.00000,Test
8054,0.9,Very Good,G,VVS2,VG,VG,GIA,5433.00000,Test
8055,1.56,Ideal,I,VS1,EX,EX,GIA,10863.00000,Test
8056,0.9,Ideal,G,SI1,VG,EX,GIA,4008.00000,Test
8057,1.12,Ideal,E,VS2,VG,VG,GIA,8237.00000,Test
8058,2.04,Ideal,I,VS1,ID,ID,AGSL,18698.00000,Test
8059,1.01,Very Good,G,VS2,VG,VG,GIA,5777.00000,Test
8060,2.17,Very Good,G,VS2,G,VG,GIA,25795.00000,Test
8061,1.01,Very Good,D,SI1,VG,VG,GIA,5394.00000,Test
8062,1,Very Good,F,SI1,VG,VG,GIA,5171.00000,Test
8063,2.11,Very Good,F,SI1,VG,VG,GIA,21580.00000,Test
8064,1.02,Ideal,E,VS1,EX,EX,GIA,8659.00000,Test
8065,1.01,Very Good,G,SI1,G,G,GIA,5051.00000,Test
8066,2.01,Good,H,VS2,G,G,GIA,17397.00000,Test
8067,2,Good,D,VS2,VG,G,GIA,22126.00000,Test
8068,2,Very Good,F,VS1,EX,EX,GIA,28195.00000,Test
8069,1.02,Fair,H,SI1,VG,G,GIA,4935.00000,Test
8070,0.9,Very Good,G,VS2,VG,VG,GIA,4531.00000,Test
8071,1.02,Very Good,H,SI1,G,VG,GIA,4200.00000,Test
8072,1.06,Very Good,E,VVS2,VG,VG,GIA,9997.00000,Test
8073,1.57,Ideal,H,SI1,EX,EX,GIA,11068.00000,Test
8074,0.77,Ideal,D,VS1,EX,EX,GIA,4171.00000,Test
8075,2.12,Ideal,D,VVS1,VG,VG,GIA,54157.00000,Test
8076,2.07,Ideal,I,SI1,VG,EX,GIA,15195.00000,Test
8077,2,Ideal,H,VS1,EX,VG,GIA,20892.00000,Test
8078,1.16,Signature-Ideal,F,VS1,ID,ID,AGSL,10294.00000,Test
8079,0.85,Ideal,F,SI1,ID,ID,AGSL,3717.00000,Test
8080,1.2,Ideal,I,VVS2,G,G,GIA,6581.00000,Test
8081,1.81,Very Good,E,VS1,VG,VG,GIA,24116.00000,Test
8082,0.75,Very Good,G,SI1,EX,EX,GIA,2634.00000,Test
8083,1.05,Ideal,H,VS1,VG,VG,GIA,6391.00000,Test
8084,0.8,Ideal,I,VS2,VG,VG,GIA,2606.00000,Test
8085,1.1,Ideal,D,VS1,ID,ID,AGSL,10144.00000,Test
8086,1.31,Ideal,H,VVS2,VG,VG,GIA,9442.00000,Test
8087,0.8,Very Good,E,VS1,EX,G,GIA,3641.00000,Test
8088,0.9,Very Good,G,VS2,VG,VG,GIA,4514.00000,Test
8089,1.03,Ideal,H,SI1,EX,EX,GIA,5041.00000,Test
8090,0.91,Very Good,E,VVS2,VG,EX,GIA,6205.00000,Test
8091,1.09,Ideal,D,SI1,VG,VG,GIA,6133.00000,Test
8092,2.01,Ideal,I,SI1,EX,EX,GIA,15680.00000,Test
8093,1.67,Signature-Ideal,I,VS2,ID,ID,AGSL,12406.00000,Test
8094,0.89,Ideal,F,SI1,VG,G,AGSL,3698.00000,Test
8095,1.04,Very Good,F,IF,EX,VG,GIA,10416.00000,Test
8096,1.06,Very Good,F,SI1,G,G,GIA,5491.00000,Test
8097,0.77,Ideal,F,SI1,EX,EX,GIA,3169.00000,Test
8098,1,Very Good,H,VS2,G,G,GIA,5883.00000,Test
8099,1.02,Ideal,D,SI1,EX,EX,GIA,6191.00000,Test
8100,1.01,Very Good,F,VS2,VG,G,GIA,6443.00000,Test
8101,0.91,Ideal,H,VS2,ID,ID,AGSL,4747.00000,Test
8102,1.56,Signature-Ideal,I,VS1,ID,ID,AGSL,12590.00000,Test
8103,1.1,Very Good,I,SI1,G,EX,GIA,4669.00000,Test
8104,1.09,Ideal,E,VS2,EX,EX,GIA,7443.00000,Test
8105,1.01,Ideal,H,VVS2,ID,ID,AGSL,6571.00000,Test
8106,0.9,Very Good,G,VS2,EX,VG,GIA,4135.00000,Test
8107,1.01,Very Good,I,VS2,VG,VG,GIA,4666.00000,Test
8108,1.04,Good,H,SI1,G,VG,GIA,5049.00000,Test
8109,1.07,Very Good,G,SI1,EX,EX,GIA,5467.00000,Test
8110,2.09,Ideal,E,SI1,VG,VG,GIA,21014.00000,Test
8111,1.26,Signature-Ideal,H,SI1,ID,ID,AGSL,8110.00000,Test
8112,1.33,Ideal,I,VS2,EX,EX,GIA,7325.00000,Test
8113,0.9,Very Good,E,VS2,G,VG,GIA,4920.00000,Test
8114,2.02,Ideal,D,VS1,EX,VG,GIA,36837.00000,Test
8115,0.9,Ideal,I,VS1,VG,VG,GIA,3724.00000,Test
8116,0.9,Very Good,E,VS1,VG,G,GIA,5102.00000,Test
8117,2,Ideal,F,VS1,EX,VG,GIA,30099.00000,Test
8118,1.02,Very Good,I,SI1,EX,VG,GIA,4458.00000,Test
8119,1.01,Good,D,SI1,EX,EX,GIA,5544.00000,Test
8120,1.5,Very Good,G,VS1,EX,EX,GIA,13140.00000,Test
8121,1.01,Good,F,VVS2,VG,VG,GIA,8647.00000,Test
8122,1.06,Very Good,G,SI1,VG,EX,GIA,5163.00000,Test
8123,0.77,Very Good,H,VS1,ID,EX,AGSL,3152.00000,Test
8124,0.76,Ideal,E,VS2,EX,EX,GIA,3686.00000,Test
8125,1.09,Very Good,G,IF,EX,VG,GIA,8410.00000,Test
8126,2.25,Ideal,H,VS1,EX,EX,GIA,28930.00000,Test
8127,2,Good,I,VS1,VG,VG,GIA,16926.00000,Test
8128,1.02,Signature-Ideal,I,VS1,ID,ID,AGSL,5841.00000,Test
8129,1.21,Good,G,VS2,VG,VG,GIA,6906.00000,Test
8130,1,Very Good,F,VS2,VG,VG,GIA,6283.00000,Test
8131,1.57,Ideal,D,VS1,ID,ID,AGSL,19171.00000,Test
8132,1.22,Ideal,G,VVS1,ID,ID,AGSL,11001.00000,Test
8133,1.51,Ideal,F,SI1,EX,EX,GIA,13334.00000,Test
8134,0.9,Very Good,G,SI1,G,G,GIA,3388.00000,Test
8135,1.05,Ideal,D,VS2,EX,VG,GIA,7433.00000,Test
8136,1.21,Very Good,H,SI1,G,EX,GIA,6229.00000,Test
8137,1.25,Ideal,G,VS2,EX,EX,GIA,9245.00000,Test
8138,1.01,Very Good,H,SI1,EX,EX,GIA,4726.00000,Test
8139,1.63,Ideal,I,VS2,ID,ID,AGSL,11019.00000,Test
8140,0.83,Very Good,E,SI1,EX,EX,GIA,3365.00000,Test
8141,1.05,Very Good,F,IF,EX,VG,GIA,11417.00000,Test
8142,1.04,Ideal,I,SI1,EX,VG,GIA,4423.00000,Test
8143,2.27,Ideal,G,VS1,EX,EX,GIA,32663.00000,Test
8144,1.23,Very Good,H,SI1,G,VG,GIA,6692.00000,Test
8145,0.77,Very Good,H,SI1,VG,VG,GIA,2591.00000,Test
8146,0.9,Very Good,F,SI1,VG,VG,GIA,4054.00000,Test
8147,2.18,Signature-Ideal,H,VS2,ID,ID,AGSL,27156.00000,Test
8148,2.01,Fair,G,VS2,VG,VG,GIA,21983.00000,Test
8149,2.01,Very Good,I,VS2,EX,EX,GIA,16367.00000,Test
8150,1.05,Ideal,D,VS2,EX,EX,GIA,7965.00000,Test
8151,1.12,Good,H,SI1,VG,VG,GIA,5094.00000,Test
8152,1.55,Very Good,E,VVS1,ID,ID,AGSL,22227.00000,Test
8153,1.11,Ideal,E,SI1,VG,VG,GIA,5845.00000,Test
8154,1.18,Ideal,G,VVS2,EX,EX,GIA,9252.00000,Test
8155,1,Very Good,E,VVS2,VG,G,GIA,9139.00000,Test
8156,1.01,Very Good,F,SI1,EX,G,GIA,5364.00000,Test
8157,1.24,Ideal,G,VVS2,EX,EX,GIA,11601.00000,Test
8158,1.01,Good,E,VS2,VG,VG,GIA,6928.00000,Test
8159,2.25,Very Good,F,SI1,VG,VG,GIA,23626.00000,Test
8160,1.06,Very Good,H,VS2,G,EX,GIA,5480.00000,Test
8161,2.01,Good,E,SI1,VG,VG,GIA,18027.00000,Test
8162,1.59,Signature-Ideal,H,VS1,EX,EX,GIA,14031.00000,Test
8163,0.77,Ideal,D,SI1,EX,EX,GIA,3158.00000,Test
8164,1,Very Good,G,VS2,EX,VG,GIA,5981.00000,Test
8165,2.04,Good,H,VS2,VG,VG,GIA,21701.00000,Test
8166,0.76,Ideal,F,IF,EX,VG,GIA,4596.00000,Test
8167,1.01,Ideal,F,VS1,EX,EX,GIA,8133.00000,Test
8168,1,Very Good,E,SI1,G,VG,GIA,5239.00000,Test
8169,2.1,Very Good,I,VS1,VG,G,GIA,19407.00000,Test
8170,1.02,Signature-Ideal,D,SI1,ID,ID,AGSL,7564.00000,Test
8171,0.9,Very Good,F,SI1,G,G,GIA,4182.00000,Test
8172,2.01,Very Good,I,VS1,G,EX,GIA,20063.00000,Test
8173,0.76,Very Good,I,VS2,G,EX,GIA,2586.00000,Test
8174,0.9,Fair,F,VS2,VG,VG,GIA,4334.00000,Test
8175,1.58,Very Good,I,VS2,VG,VG,GIA,9721.00000,Test
8176,1.02,Very Good,D,SI1,EX,EX,GIA,6863.00000,Test
8177,1.56,Ideal,I,VVS2,ID,ID,AGSL,10481.00000,Test
8178,1.14,Ideal,E,VS2,EX,VG,GIA,9516.00000,Test
8179,1.01,Very Good,H,SI1,VG,G,GIA,5000.00000,Test
8180,2.02,Very Good,G,VS1,G,VG,GIA,28515.00000,Test
8181,1.06,Ideal,I,VS1,EX,EX,GIA,5702.00000,Test
8182,2.01,Good,F,VS1,VG,VG,GIA,26343.00000,Test
8183,1.04,Ideal,G,SI1,ID,ID,AGSL,5570.00000,Test
8184,2.01,Ideal,F,VS1,VG,VG,GIA,30596.00000,Test
8185,1.12,Very Good,G,IF,EX,EX,GIA,9820.00000,Test
8186,1.51,Very Good,G,SI1,VG,VG,GIA,10071.00000,Test
8187,2.3,Very Good,E,VVS2,VG,VG,GIA,44617.00000,Test
8188,1.01,Very Good,G,VS2,VG,VG,GIA,6406.00000,Test
8189,1.51,Very Good,D,SI1,EX,EX,GIA,11660.00000,Test
8190,1.54,Very Good,G,VS1,EX,EX,GIA,14433.00000,Test
8191,1.53,Ideal,D,SI1,VG,VG,GIA,12568.00000,Test
8192,0.76,Very Good,E,VS2,G,G,GIA,3079.00000,Test
8193,1.73,Good,D,SI1,G,G,GIA,14082.00000,Test
8194,2.01,Ideal,G,SI1,VG,EX,GIA,19091.00000,Test
8195,1.53,Very Good,I,VS2,VG,G,GIA,9208.00000,Test
8196,1.11,Very Good,E,IF,VG,VG,GIA,11648.00000,Test
8197,1,Very Good,E,VVS2,EX,EX,GIA,9139.00000,Test
8198,1.5,Very Good,I,VS2,EX,EX,GIA,9342.00000,Test
8199,0.9,Very Good,H,VVS2,EX,EX,GIA,4729.00000,Test
8200,1.01,Very Good,F,IF,G,G,GIA,10476.00000,Test
8201,0.9,Very Good,D,SI1,VG,VG,GIA,4579.00000,Test
8202,2.25,Very Good,H,VVS2,VG,VG,GIA,28706.00000,Test
8203,1.01,Very Good,E,VS2,VG,EX,GIA,6522.00000,Test
8204,1.01,Very Good,E,VS2,VG,VG,GIA,6387.00000,Test
8205,1.56,Very Good,G,VS2,G,VG,GIA,12227.00000,Test
8206,1,Very Good,E,VVS2,EX,VG,GIA,9324.00000,Test
8207,2.07,Ideal,H,VS2,EX,EX,GIA,22246.00000,Test
8208,0.78,Ideal,I,VS2,VG,EX,GIA,2652.00000,Test
8209,2.02,Ideal,G,VS2,VG,EX,GIA,23431.00000,Test
8210,1.11,Ideal,E,VVS1,EX,EX,GIA,12725.00000,Test
8211,1.01,Ideal,G,VS2,EX,EX,GIA,6937.00000,Test
8212,2.28,Very Good,H,VS2,VG,VG,GIA,22632.00000,Test
8213,0.91,Very Good,E,SI1,VG,VG,GIA,4191.00000,Test
8214,1.61,Signature-Ideal,D,VS1,EX,EX,GIA,22433.00000,Test
8215,2.14,Ideal,H,VS1,EX,EX,GIA,25522.00000,Test
8216,2.02,Very Good,G,VS1,EX,EX,GIA,26790.00000,Test
8217,0.76,Very Good,F,VS2,VG,VG,GIA,3340.00000,Test
8218,1.02,Good,G,SI1,EX,VG,GIA,4745.00000,Test
8219,0.78,Very Good,D,VS1,G,G,GIA,3923.00000,Test
8220,2.02,Very Good,I,SI1,VG,VG,GIA,15596.00000,Test
8221,1.26,Very Good,E,VS2,VG,VG,GIA,9212.00000,Test
8222,1.6,Ideal,F,SI1,EX,EX,GIA,12871.00000,Test
8223,0.78,Ideal,I,VS1,EX,EX,GIA,3856.00000,Test
8224,0.91,Very Good,I,VS1,VG,VG,GIA,3762.00000,Test
8225,1.51,Very Good,I,VS1,EX,VG,GIA,9954.00000,Test
8226,1.08,Ideal,I,SI1,VG,EX,GIA,4664.00000,Test
8227,0.9,Very Good,H,SI1,EX,VG,GIA,4071.00000,Test
8228,0.9,Very Good,I,VS2,VG,VG,GIA,3764.00000,Test
8229,2.01,Very Good,I,VS2,VG,EX,GIA,16361.00000,Test
8230,1.55,Signature-Ideal,G,SI1,ID,ID,AGSL,12951.00000,Test
8231,0.86,Very Good,I,VS1,EX,EX,AGSL,3071.00000,Test
8232,1,Good,I,SI1,VG,VG,GIA,3878.00000,Test
8233,1.09,Ideal,D,SI1,G,VG,GIA,6133.00000,Test
8234,1.1,Very Good,G,VS2,VG,VG,GIA,6369.00000,Test
8235,1.01,Ideal,H,SI1,EX,VG,GIA,5200.00000,Test
8236,0.76,Ideal,H,VVS1,EX,EX,GIA,3423.00000,Test
8237,0.87,Good,F,VS1,VG,G,GIA,4223.00000,Test
8238,1.01,Very Good,G,SI1,VG,EX,GIA,4772.00000,Test
8239,0.81,Ideal,H,VVS1,EX,VG,GIA,3994.00000,Test
8240,2.29,Ideal,I,VVS2,EX,EX,GIA,23774.00000,Test
8241,2.01,Ideal,I,SI1,VG,EX,GIA,14956.00000,Test
8242,1.01,Very Good,I,SI1,VG,VG,GIA,4304.00000,Test
8243,1.71,Very Good,D,IF,VG,VG,GIA,33529.00000,Test
8244,2.03,Very Good,H,VS2,VG,EX,GIA,19226.00000,Test
8245,1.7,Very Good,I,VS2,VG,VG,GIA,10935.00000,Test
8246,0.9,Good,H,SI1,VG,VG,GIA,3614.00000,Test
8247,1.03,Very Good,I,VS1,EX,EX,GIA,5455.00000,Test
8248,1.74,Ideal,I,VVS2,EX,VG,GIA,14348.00000,Test
8249,1.27,Ideal,F,VS2,EX,EX,GIA,10528.00000,Test
8250,0.81,Ideal,D,VS2,EX,VG,GIA,4315.00000,Test
8251,0.9,Very Good,G,VVS2,EX,ID,AGSL,5653.00000,Test
8252,0.9,Ideal,G,VS2,VG,VG,GIA,4908.00000,Test
8253,0.9,Good,D,SI1,G,VG,GIA,4117.00000,Test
8254,1.27,Ideal,G,VS2,VG,VG,GIA,9128.00000,Test
8255,1.17,Good,H,SI1,G,G,GIA,5463.00000,Test
8256,1.52,Very Good,H,SI1,EX,EX,GIA,9251.00000,Test
8257,1.64,Ideal,H,VS2,ID,ID,AGSL,12333.00000,Test
8258,1.1,Signature-Ideal,G,VS1,ID,ID,AGSL,8775.00000,Test
8259,1.09,Ideal,G,VVS2,EX,EX,GIA,8282.00000,Test
8260,0.91,Very Good,H,VS2,EX,VG,GIA,4084.00000,Test
8261,1.21,Ideal,G,VS1,EX,EX,GIA,8759.00000,Test
8262,1.01,Very Good,G,SI1,EX,EX,GIA,5497.00000,Test
8263,1.17,Ideal,I,SI1,VG,VG,GIA,5092.00000,Test
8264,2.01,Fair,F,SI1,VG,VG,GIA,17736.00000,Test
8265,1.19,Very Good,D,VS2,EX,VG,GIA,9127.00000,Test
8266,1.3,Ideal,D,SI1,G,VG,GIA,9242.00000,Test
8267,0.9,Very Good,D,VVS2,G,VG,GIA,6872.00000,Test
8268,1.14,Very Good,G,SI1,VG,G,GIA,5662.00000,Test
8269,1,Very Good,F,VVS2,EX,EX,GIA,8950.00000,Test
8270,0.84,Very Good,G,VVS2,VG,G,GIA,4259.00000,Test
8271,1.25,Ideal,F,VS1,EX,EX,GIA,10861.00000,Test
8272,2.49,Ideal,E,IF,EX,VG,GIA,62010.00000,Test
8273,1.5,Good,E,VS2,G,G,GIA,13924.00000,Test
8274,2,Ideal,D,VVS2,EX,EX,GIA,47085.00000,Test
8275,1.05,Good,G,SI1,VG,VG,GIA,5158.00000,Test
8276,1.7,Very Good,D,VVS2,G,G,GIA,23610.00000,Test
8277,2,Very Good,G,VS1,EX,VG,GIA,25666.00000,Test
8278,1,Good,F,SI1,EX,VG,GIA,4797.00000,Test
8279,1.63,Good,I,VS1,G,G,GIA,10108.00000,Test
8280,2,Very Good,H,VS1,VG,VG,GIA,20245.00000,Test
8281,2.42,Very Good,F,VS1,EX,VG,GIA,34474.00000,Test
8282,0.9,Very Good,D,SI1,G,VG,GIA,4846.00000,Test
8283,1.03,Very Good,D,VS2,VG,EX,GIA,7381.00000,Test
8284,2.31,Ideal,G,SI1,EX,EX,GIA,25036.00000,Test
8285,1.25,Ideal,I,VS1,EX,EX,GIA,7485.00000,Test
8286,1.02,Very Good,F,SI1,EX,EX,GIA,6195.00000,Test
8287,1.02,Ideal,G,VS1,EX,EX,GIA,7077.00000,Test
8288,1.02,Very Good,H,SI1,EX,EX,GIA,4932.00000,Test
8289,1.04,Ideal,I,SI1,G,VG,GIA,4344.00000,Test
8290,0.9,Very Good,H,VS1,G,G,GIA,4455.00000,Test
8291,0.9,Very Good,F,VS1,G,VG,GIA,4588.00000,Test
8292,0.91,Good,F,SI1,EX,VG,GIA,3994.00000,Test
8293,2.1,Very Good,E,SI1,VG,VG,GIA,21113.00000,Test
8294,1,Good,D,VS2,VG,G,GIA,6189.00000,Test
8295,2.22,Good,F,VS2,VG,VG,GIA,29185.00000,Test
8296,2.03,Very Good,E,VS1,VG,EX,GIA,30633.00000,Test
8297,1.52,Very Good,I,SI1,G,G,GIA,8475.00000,Test
8298,1.01,Very Good,E,VS2,VG,G,GIA,6036.00000,Test
8299,2.01,Very Good,E,SI1,VG,VG,GIA,17748.00000,Test
8300,2.05,Good,H,VS2,EX,EX,AGSL,18692.00000,Test
8301,2.12,Ideal,H,IF,VG,EX,GIA,28705.00000,Test
8302,0.75,Ideal,F,VVS1,EX,EX,GIA,4453.00000,Test
8303,0.91,Ideal,G,SI1,EX,EX,GIA,4922.00000,Test
8304,1.18,Good,G,SI1,VG,EX,GIA,6743.00000,Test
8305,1.5,Very Good,H,VS1,VG,VG,GIA,11428.00000,Test
8306,2.02,Ideal,F,SI1,ID,ID,AGSL,21602.00000,Test
8307,0.9,Very Good,H,VS1,EX,VG,GIA,4466.00000,Test
8308,0.9,Good,D,SI1,VG,VG,GIA,4310.00000,Test
8309,1.5,Very Good,H,VVS2,G,G,GIA,11303.00000,Test
8310,1.01,Ideal,H,SI1,ID,ID,AGSL,5664.00000,Test
8311,2.59,Very Good,H,VS2,VG,EX,GIA,31849.00000,Test
8312,1.53,Very Good,G,VS2,EX,EX,GIA,13225.00000,Test
8313,1.5,Fair,I,SI1,VG,G,GIA,7297.00000,Test
8314,1.11,Ideal,D,VS2,VG,VG,GIA,7602.00000,Test
8315,1.02,Very Good,D,SI1,EX,VG,GIA,5676.00000,Test
8316,0.9,Good,G,VS1,VG,VG,GIA,4395.00000,Test
8317,1.37,Very Good,I,SI1,VG,EX,GIA,7194.00000,Test
8318,2.01,Very Good,H,SI1,EX,G,GIA,17544.00000,Test
8319,0.9,Very Good,F,VS2,VG,VG,GIA,4764.00000,Test
8320,1.64,Ideal,H,SI1,VG,VG,GIA,11647.00000,Test
8321,2.5,Very Good,H,SI1,VG,VG,GIA,23432.00000,Test
8322,1.71,Very Good,H,SI1,EX,EX,GIA,12791.00000,Test
8323,1.08,Ideal,H,SI1,EX,EX,GIA,5253.00000,Test
8324,0.78,Very Good,E,SI1,G,VG,GIA,3055.00000,Test
8325,0.9,Ideal,I,VS1,VG,EX,GIA,3867.00000,Test
8326,1.17,Ideal,G,VS2,VG,EX,GIA,7470.00000,Test
8327,1.03,Ideal,H,VS2,VG,VG,GIA,5601.00000,Test
8328,2.65,Ideal,D,VVS2,EX,EX,GIA,64787.00000,Test
8329,1.06,Very Good,G,VS2,VG,VG,GIA,6818.00000,Test
8330,2.01,Very Good,G,VS1,EX,EX,GIA,26191.00000,Test
8331,1,Very Good,G,VS1,VG,VG,GIA,6187.00000,Test
8332,2.03,Ideal,G,SI1,VG,G,GIA,20466.00000,Test
8333,1.7,Ideal,G,VS1,ID,ID,AGSL,16746.00000,Test
8334,1.01,Very Good,G,VS1,EX,EX,GIA,7451.00000,Test
8335,1.22,Ideal,H,VS1,VG,VG,GIA,7738.00000,Test
8336,1.21,Very Good,I,VS2,VG,VG,GIA,5931.00000,Test
8337,1.24,Very Good,H,SI1,G,EX,GIA,6344.00000,Test
8338,1.02,Ideal,D,VVS2,ID,ID,AGSL,11765.00000,Test
8339,1.04,Ideal,E,VVS2,EX,EX,GIA,10569.00000,Test
8340,2,Very Good,D,VS2,VG,EX,GIA,27892.00000,Test
8341,1.03,Ideal,E,VS2,EX,VG,GIA,7329.00000,Test
8342,0.9,Ideal,H,VS2,EX,EX,GIA,4478.00000,Test
8343,0.83,Good,I,VS2,G,G,GIA,2774.00000,Test
8344,1.53,Very Good,I,VS1,VG,VG,GIA,9823.00000,Test
8345,1.01,Good,F,SI1,EX,EX,GIA,5378.00000,Test
8346,1.56,Very Good,G,VS1,G,G,GIA,13013.00000,Test
8347,0.9,Very Good,F,SI1,EX,VG,GIA,3914.00000,Test
8348,2.01,Very Good,F,VS2,VG,VG,GIA,27183.00000,Test
8349,1.74,Good,H,SI1,G,G,GIA,12032.00000,Test
8350,1.06,Very Good,F,VS2,VG,VG,GIA,6863.00000,Test
8351,1.2,Very Good,F,VVS2,EX,VG,GIA,10891.00000,Test
8352,1.2,Ideal,F,SI1,VG,VG,GIA,7840.00000,Test
8353,2.01,Good,F,SI1,EX,VG,GIA,20947.00000,Test
8354,1,Good,H,VS1,VG,G,GIA,5328.00000,Test
8355,1,Ideal,E,VS1,VG,VG,GIA,7436.00000,Test
8356,1.04,Ideal,H,SI1,EX,EX,GIA,4684.00000,Test
8357,1.12,Ideal,H,VS2,VG,EX,GIA,6236.00000,Test
8358,0.9,Very Good,E,SI1,VG,VG,GIA,4315.00000,Test
8359,1.14,Ideal,I,SI1,EX,EX,GIA,4953.00000,Test
8360,0.8,Very Good,D,VS2,EX,EX,GIA,3723.00000,Test
8361,1.5,Good,G,SI1,VG,G,GIA,9892.00000,Test
8362,1.01,Good,G,SI1,EX,VG,GIA,4641.00000,Test
8363,1.02,Good,F,SI1,EX,VG,GIA,4911.00000,Test
8364,2.09,Ideal,I,SI1,EX,EX,GIA,17114.00000,Test
8365,1.01,Very Good,F,SI1,VG,VG,GIA,4869.00000,Test
8366,1.51,Very Good,I,VVS1,EX,VG,GIA,11472.00000,Test
8367,2.06,Ideal,I,SI1,EX,EX,GIA,16893.00000,Test
8368,0.76,Signature-Ideal,D,VS1,EX,EX,GIA,4669.00000,Test
8369,2.43,Ideal,E,VS1,EX,VG,GIA,41208.00000,Test
8370,1.01,Ideal,H,SI1,VG,VG,GIA,4773.00000,Test
8371,2.02,Ideal,D,VS1,EX,VG,GIA,31147.00000,Test
8372,1.04,Ideal,G,VS2,ID,ID,AGSL,7415.00000,Test
8373,1.19,Ideal,F,SI1,EX,VG,GIA,6896.00000,Test
8374,1.7,Ideal,H,VVS2,VG,EX,GIA,15146.00000,Test
8375,1.02,Very Good,E,VS2,VG,VG,GIA,6915.00000,Test
8376,1.66,Very Good,F,VS2,G,VG,GIA,16294.00000,Test
8377,1.51,Very Good,G,VS1,EX,EX,GIA,13190.00000,Test
8378,2,Very Good,G,VS1,VG,G,GIA,24682.00000,Test
8379,1.51,Fair,F,SI1,EX,VG,GIA,10562.00000,Test
8380,2,Very Good,G,VS2,VG,VG,GIA,24405.00000,Test
8381,1.06,Very Good,I,SI1,EX,EX,GIA,4267.00000,Test
8382,1.09,Very Good,H,SI1,VG,G,GIA,4802.00000,Test
8383,2.01,Very Good,G,SI1,EX,VG,GIA,18613.00000,Test
8384,1.52,Very Good,H,VS1,VG,VG,GIA,12327.00000,Test
8385,2.02,Very Good,H,VS2,VG,VG,GIA,20454.00000,Test
8386,2.01,Very Good,H,VS1,EX,EX,GIA,20668.00000,Test
8387,0.88,Ideal,G,VS1,EX,EX,GIA,4668.00000,Test
8388,2.57,Ideal,I,VS2,VG,EX,GIA,23399.00000,Test
8389,1.71,Very Good,F,SI1,VG,VG,GIA,13749.00000,Test
8390,1.51,Ideal,I,SI1,VG,VG,GIA,8504.00000,Test
8391,1.34,Ideal,H,VVS1,VG,VG,GIA,9825.00000,Test
8392,1.05,Very Good,G,VS2,EX,VG,GIA,5969.00000,Test
8393,1.64,Signature-Ideal,G,VS2,EX,EX,GIA,16297.00000,Test
8394,1.01,Ideal,F,VVS2,VG,VG,GIA,8866.00000,Test
8395,1.03,Very Good,E,VS2,VG,VG,GIA,7329.00000,Test
8396,0.9,Very Good,G,VVS2,EX,VG,GIA,5409.00000,Test
